"Text","Sentiment","SentimentConfidence","Date","User","Location","User_timezone"
"@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?","negative",1,"2015-02-21 14:26:49 -0","untalMontfort","Mexico City, Mexico","Central Time (US & Canada)"
"@united just filled it out. Hope someone responds before we book our next trip.","negative",0.6854,"2015-02-21 14:26:02 -0","pongchmp","","Eastern Time (US & Canada)"
"@united friends been sitting in Houston since 7am flight Cancelled Flighted.Still don't have any answers. #BadCustomerService  #$10voucherwhatajoke","negative",1,"2015-02-21 14:25:49 -0","scottychadwick","","Eastern Time (US & Canada)"
"@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint","negative",1,"2015-02-21 14:24:51 -0","apopnj01","USA","Eastern Time (US & Canada)"
"@united give me an email address and I'll send the actually screen shot to you.","neutral",1,"2015-02-21 14:23:11 -0","travelmanphil","Dallas, TX","Central Time (US & Canada)"
"@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none","negative",1,"2015-02-21 14:23:08 -0","apopnj01","USA","Eastern Time (US & Canada)"
"@united also checked email you have on file for me and it is correct","neutral",0.6509,"2015-02-21 14:22:34 -0","school_tales","midwest and sometimes Spain",""
"@united haven’t before and haven’t this time &amp; have checked spam/junk mail just in case—nothing","negative",1,"2015-02-21 14:20:22 -0","school_tales","midwest and sometimes Spain",""
"@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor","negative",1,"2015-02-21 14:17:42 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united how long does it take to get a response from your customer service about a complaint done through email?","negative",0.6435,"2015-02-21 14:17:40 -0","nicc1217","Boston MA","Central Time (US & Canada)"
"@united no bag tagging, led to many people backing up the aisle to front with bags","negative",1,"2015-02-21 14:17:13 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united cabin crew were huge offenders, stood as a conversational cluster blocking exiting passengers","negative",1,"2015-02-21 14:16:42 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united allowing passengers on my flight to block exit of plane","negative",1,"2015-02-21 14:16:01 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united no wheelchairs","negative",0.6744,"2015-02-21 14:15:41 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance","negative",1,"2015-02-21 14:15:32 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united the nightmare continues... http://t.co/TsvgbrL15f","negative",1,"2015-02-21 14:15:10 -0","BVSCAPE","","Eastern Time (US & Canada)"
"@united this team added 30 mins on turnaround","negative",1,"2015-02-21 14:14:32 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations","positive",0.6522,"2015-02-21 14:12:46 -0","jcharvardapp","","Atlantic Time (Canada)"
"@united call wait times are over 20 minutes and airport wait times are longer","negative",1,"2015-02-21 14:11:22 -0","ralonG2013","just living the dream ",""
"@united thanks, we did.","positive",0.6533,"2015-02-21 14:11:01 -0","IanJolicoeur","",""
"@united yes, I've been waiting for four hours and no one has been able to help me.","negative",1,"2015-02-21 14:10:42 -0","ralonG2013","just living the dream ",""
"@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines","positive",1,"2015-02-21 14:10:14 -0","KristinMcNeil","Minnesota, USA","Central Time (US & Canada)"
"@united we are sitting on the runway for 2 hours! It is ridiculous!!","negative",1,"2015-02-21 14:09:08 -0","gorgeousjack","GORGEOUS UNIVERSE","Quito"
"@united, no, your service here pretty much ruined my day, but thanks for the weak attempt","negative",1,"2015-02-21 14:07:07 -0","GregKuroda","The Garden State","Eastern Time (US & Canada)"
"@united what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection","negative",1,"2015-02-21 14:04:53 -0","ABBaitCo","Bethlehem, PA","Eastern Time (US & Canada)"
"@united Such as deodorant, shampoo, toothpaste. Seems like that would be limited to 70oz, correct?","negative",0.6452,"2015-02-21 14:04:44 -0","9kenny5","England","London"
"@united Why was I forced to check my rollaboard on UA 715? Plenty of room in the overhead next to my seat. http://t.co/5xvNnmLTiW","negative",1,"2015-02-21 14:04:14 -0","yajur","Chicago","Central Time (US & Canada)"
"@united please don't take my membership away :(","negative",0.3402,"2015-02-21 14:03:14 -0","kenzieellis","","Eastern Time (US & Canada)"
"@united. Please get me an economy plus seat. Awful day of 2 Cancelled Flighted flights, after lots of planning.","negative",1,"2015-02-21 13:52:45 -0","MeganStorey415","",""
"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!","negative",1,"2015-02-21 13:52:37 -0","TimBouhour","Raleigh, NC",""
"@united !!!!! YAAYY!!! YAY PROM!!!! http://t.co/DXicoyioxF","neutral",0.6574,"2015-02-21 13:52:14 -0","PalenMcDermott","","Eastern Time (US & Canada)"
"@united but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?","negative",1,"2015-02-21 13:51:51 -0","MeganStorey415","",""
"@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!","positive",1,"2015-02-21 13:50:18 -0","PalenMcDermott","","Eastern Time (US & Canada)"
"@united yep—used that twice; no case id numbers assigned; just tried it again-get screen that says, “thank you for submitting your request”","negative",0.7077,"2015-02-21 13:50:08 -0","school_tales","midwest and sometimes Spain",""
"@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L","negative",1,"2015-02-21 13:50:02 -0","MeganStorey415","",""
"So appreciated! @united","positive",1,"2015-02-21 13:43:28 -0","alicekeeler","Fresno, CA",""
"@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.","positive",0.3367,"2015-02-21 13:41:39 -0","nyc2theworld","One of the C-gates at EWR.","Eastern Time (US & Canada)"
"@united No problem just follow me back so I can! Thank you!","positive",0.6661,"2015-02-21 13:39:14 -0","SoSickOfBallin","",""
"@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault","negative",1,"2015-02-21 13:38:54 -0","Keels2515","Raleigh, NC","Eastern Time (US & Canada)"
"@united my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone","negative",1,"2015-02-21 13:38:19 -0","Keels2515","Raleigh, NC","Eastern Time (US & Canada)"
"@united is probably the least satisfactory airline I've ever been on. Never fails to disappoint.","negative",1,"2015-02-21 13:38:15 -0","ralonG2013","just living the dream ",""
"@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!","positive",1,"2015-02-21 13:37:09 -0","PalenMcDermott","","Eastern Time (US & Canada)"
"@united not sure why u call it customer care.  Should be customer we don't care","negative",1,"2015-02-21 13:36:51 -0","dlm_3","Global","Eastern Time (US & Canada)"
"@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.","negative",1,"2015-02-21 13:36:05 -0","NoahLocke","Madison, WI","Pacific Time (US & Canada)"
"@united I fly @AmericanAir normally.  This doesn't happen to me with them.  I'll let your flyers provide their own feedback. Thank you.","negative",0.6687,"2015-02-21 13:34:48 -0","jorge_guajardo","Washington, DC","Alaska"
"@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!","positive",1,"2015-02-21 13:34:35 -0","heygorgevents","Grand Rapids, Michigan","Central Time (US & Canada)"
"@united how about plowing the snow at a gate before the plane arrives so we don't sit for 45 minutes after an 8 hr flight.... Fail","negative",1,"2015-02-21 13:31:14 -0","ABBaitCo","Bethlehem, PA","Eastern Time (US & Canada)"
"@united SATURDAY this morning Man dies from Ebola http://t.co/hXVVIS0VWw","neutral",1,"2015-02-21 13:29:33 -0","EbolaOutbreakUS","","Eastern Time (US & Canada)"
"@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.","positive",1,"2015-02-21 13:27:59 -0","smithnr","31.790466, -85.971558","Central Time (US & Canada)"
"@united ok so what is being done about my experience? My family had a terrible experience for $1,200. It's kind of like being robbed.Explain","negative",1,"2015-02-21 13:27:22 -0","pongchmp","","Eastern Time (US & Canada)"
"@united great job losing one of my six bags on a direct flight.  Don't know how you manage to do it.","negative",1,"2015-02-21 13:26:24 -0","thebadvillain","",""
"@united the worst customer service in Denver.","negative",1,"2015-02-21 13:20:16 -0","GregKuroda","The Garden State","Eastern Time (US & Canada)"
"@united ruined my day &amp; start trip SFO to GIG. both legs changed, lost my paid upgrade &amp; 200 1st class seat &amp; moved me from Econ + to Econ","negative",1,"2015-02-21 13:16:30 -0","MeganStorey415","",""
"@united So what's allowed or what's not allowed to be carried in my checked baggage?","neutral",1,"2015-02-21 13:16:08 -0","9kenny5","England","London"
"@united now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse","negative",1,"2015-02-21 13:16:08 -0","SomuchWhit","","Pacific Time (US & Canada)"
"@united have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals","negative",1,"2015-02-21 13:14:53 -0","SomuchWhit","","Pacific Time (US & Canada)"
"@united No wonder the cabin is filthy. #badservice","negative",1,"2015-02-21 13:14:03 -0","LisaKothari","Seattle WA","Pacific Time (US & Canada)"
"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice","negative",1,"2015-02-21 13:13:25 -0","LisaKothari","Seattle WA","Pacific Time (US & Canada)"
"@united I need #United to be a better airline!!","negative",0.7125,"2015-02-21 13:12:26 -0","justleon","New York City","Eastern Time (US & Canada)"
"@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me","negative",1,"2015-02-21 13:08:55 -0","cryfshr","America",""
"@united I haven't booked yet, I'm asking before I book","neutral",1,"2015-02-21 13:07:49 -0","AndrewMcDublin","",""
"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!","positive",0.358,"2015-02-21 13:07:34 -0","ThatsVy","SoCal","Pacific Time (US & Canada)"
"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice","negative",1,"2015-02-21 13:07:32 -0","LisaKothari","Seattle WA","Pacific Time (US & Canada)"
"@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!","negative",1,"2015-02-21 13:06:07 -0","LisaKothari","Seattle WA","Pacific Time (US & Canada)"
"@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx","positive",1,"2015-02-21 13:02:53 -0","PalenMcDermott","","Eastern Time (US & Canada)"
"@united since UA 1226 ORD-EWR is delayed pushing it into meal time does that mean it will be catered with meals in First?","neutral",0.6316,"2015-02-21 12:59:12 -0","nyc2theworld","One of the C-gates at EWR.","Eastern Time (US & Canada)"
"@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.","negative",0.6821,"2015-02-21 12:56:38 -0","JoeSchmuck","San Francisco","Pacific Time (US & Canada)"
"@united ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes","negative",1,"2015-02-21 12:55:13 -0","rpgibson8589","Rochester NY","Eastern Time (US & Canada)"
"@united correct?  What's correct?  Sorry I'm lost","neutral",0.643,"2015-02-21 12:52:05 -0","AndrewMcDublin","",""
"@united that's a crazy long form! You need something other than a video?","negative",1,"2015-02-21 12:51:17 -0","TheBarnesology","Houston, TX","Central Time (US & Canada)"
"@united I hope not to see the same issue on my return flight tomorrow","negative",1,"2015-02-21 12:48:56 -0","AviNewYork","","Eastern Time (US & Canada)"
"@united flight just Cancelled Flightled. This is ridiculous","negative",1,"2015-02-21 12:46:51 -0","AngelikaGiatras","Chicago, IL","Eastern Time (US & Canada)"
"@united I'm flying UA but *G with A3","neutral",0.7065,"2015-02-21 12:43:47 -0","AndrewMcDublin","",""
"@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins","negative",0.9286,"2015-02-21 12:43:22 -0","screamingbrat","new york, baby","Eastern Time (US & Canada)"
