"Text","Sentiment","SentimentConfidence","Date","Candidate","User","Location","User_timezone"
"Waiting for the internet to do a mash-up of @realDonaldTrump's #GOPDebate highlights &amp; @RaeSremmurd's Up Like Trump: https://t.co/sZQBYrQwwz","negative",0.6936,"2015-08-07 09:18:31 -0700","Donald Trump","bjankord","Olathe, KS","Central Time (US & Canada)"
"Donna Brazile saying ""They offered testosterone with a bit of Tabasco."" Isnt this sexist too? Bad comment. #GOPDebate #donnabrazile","negative",0.6742,"2015-08-07 09:18:30 -0700","No candidate mentioned","arnab156","",""
"The winner of the GOP debate was ... Hillary Clinton! #GOPDebate","negative",0.6907,"2015-08-07 09:18:30 -0700","No candidate mentioned","mrnick107","",""
"Megyn Kelly played the Female Card. It added nothing to the debate. 
#GOPDebate  https://t.co/749kiiiO2A","negative",1,"2015-08-07 09:18:28 -0700","No candidate mentioned","Mulder24","Texas","Central Time (US & Canada)"
"Wondering how the day after the #GOPDebate is going? I've ordered Dominos and read through my watch party swag: http://t.co/NQqXm33AEr","positive",0.6649,"2015-08-07 09:18:28 -0700","Ben Carson","HannahLeeRogers","","Central Time (US & Canada)"
"RT @Bidenshairplugs: American kids of European ancestry are among the smartest kids in the world. Our problem is we are importing third wor…","negative",0.6552,"2015-08-07 09:18:28 -0700","No candidate mentioned","tomgreen1959","",""
"But the sound bite Rush Limbaugh played was @CarlyFiorina on Hillary Clinton. #GOPDebate  Carly: Democrat party is undermining US fabric.","negative",0.6503,"2015-08-07 09:18:28 -0700","No candidate mentioned","taylormarsh","Washington, D.C. area",""
"Candidates who argue folks opposed to abortion shouldn't have to tax fund PP are gonna be mad when I tax veto this Mexico wall #GOPDebate","negative",1,"2015-08-07 09:18:27 -0700","No candidate mentioned","PFunkZillaZilla","","Eastern Time (US & Canada)"
"The fact that several #GOPDebate-rs admit a voice in their head told them to run underscores the need for a mental health system overhaul.","negative",1,"2015-08-07 09:18:26 -0700","No candidate mentioned","heneghanp","","Central Time (US & Canada)"
"Next #GOPdebate: reality dating show format in which Megyn Kelly  is the Bachelorette and has only 9 roses.","negative",1,"2015-08-07 09:18:24 -0700","No candidate mentioned","AlyxCullen","New York, New York, USA","Quito"
"RT @CarlSpry: #Outnumbered please don't jump on @Foxnews' bandwagon. Hold yourselves &amp; the #GOPDebate moderators accountable for their view…","negative",0.6838,"2015-08-07 09:18:23 -0700","No candidate mentioned","Decoder2","","Pacific Time (US & Canada)"
"RT @BuckSexton: Hey Jeb: ""earned legal status"" = Amnesty. We've played this game before. #GOPDebate","neutral",0.6667,"2015-08-07 09:18:23 -0700","Jeb Bush","KEvangelista263","","Pacific Time (US & Canada)"
"Women always call men pigs. If #Trump calls them a dog they should shut up, hypocrites @realdonaldtrump @megynkelly #GOPDebate #tcot #tlot","positive",0.3333,"2015-08-07 09:18:23 -0700","Donald Trump","Go_GOP_2016","California",""
"Like #gop establishment, @FoxNews seems to circle wagons &amp; disdain #conservatives. Becoming CNN?

#GOPDebate 

http://t.co/F2bOJSTiB5","negative",1,"2015-08-07 09:18:23 -0700","No candidate mentioned","NevadaBeFree","Las Vegas, NV","Pacific Time (US & Canada)"
"RT @bengeesaman: Trump answers every question with an insult that is completely off topic. 😂 #GOPDebate","negative",1,"2015-08-07 09:18:23 -0700","Donald Trump","austin_taylor31","",""
"On energy, the Republican candidates sounded a lot like Obama? http://t.co/5LACcafUXW (via @slate) #GOPDebate #RepublicanDebate #EagleFord","negative",0.7033,"2015-08-07 09:18:22 -0700","No candidate mentioned","SChapaSABJ","San Antonio, Texas","Central Time (US & Canada)"
"@realDonaldTrump @FoxNews so much fun watching the GOP/FOX circus implode. #GOPDebate","positive",0.6564,"2015-08-07 09:18:21 -0700","Donald Trump","ELEMEL67","Cincinnati, Ohio","Pacific Time (US & Canada)"
"Check it out!

https://t.co/36CvqAYkjo

https://t.co/qetdTD8hCz

https://t.co/m3B39R61y8

@realDonaldTrump
#GOPDebate http://t.co/EY2marGcQo","neutral",0.6404,"2015-08-07 09:18:20 -0700","Donald Trump","Shanfroman","Hillsdale, Michigan","Eastern Time (US & Canada)"
"To make it easier for you younger folks to understand...

@realDonaldTrump's douchebaggery game is on FLEEK!

#GOPDebate #whatadick","negative",1,"2015-08-07 09:18:20 -0700","Donald Trump","AmberRhea5","I'm somewhere ignoring Louis.","Atlantic Time (Canada)"
"RT @socknstocks: I feel like trump's hair is enough to tell u he doesn't have a handle on things #GOPDebate","negative",0.6429,"2015-08-07 09:18:19 -0700","Donald Trump","Mitchiavelli","Lindsay Ontario","Pacific Time (US & Canada)"
"I was looking forward 2 a fair &amp; substantive #GOPDebate what i got was 3 Trump hating,libeRino Jeb luvin gop estab butt kissin tabloid filth","negative",0.6362,"2015-08-07 09:18:16 -0700","Donald Trump","SteveLong71","Charleston WV","Eastern Time (US & Canada)"
"RT @2tuff15: Dont know who won the #GOPDebate but I know who lost....me, cause I watched it.","negative",1,"2015-08-07 09:18:16 -0700","No candidate mentioned","trekkieemily","hoenn region ","Central Time (US & Canada)"
"RT @washingtonpost: We fact checked 20 claims from last night's GOP presidential debates http://t.co/fohizbM2xm #factsonly #GoPdebate","neutral",0.6222,"2015-08-07 09:18:15 -0700","No candidate mentioned","bluesouldier","Michigan","Eastern Time (US & Canada)"
"RT @AmyMek: Thank you @seanhannity for being One of the Only True Conservatives at @FoxNews! Patriots appreciate you &amp; America needs you! #…","positive",1,"2015-08-07 09:18:15 -0700","No candidate mentioned","allurephoto","Kansas, USA","Central Time (US & Canada)"
"Trump should become host of Fox News... maybe I'd actually watch it. Stand-up comedy at its finest #GOPDebate","negative",1,"2015-08-07 09:18:15 -0700","Donald Trump","jamesKARATEpolk","",""
"RT @RexHuppke: John Kasich admits going to a gay wedding.

He will be missed.

#GOPDebate","neutral",0.6819,"2015-08-07 09:18:14 -0700","John Kasich","Scrumple","Crossroads","Eastern Time (US & Canada)"
"Phenomenal analysis of the #GOPDebate by @guypbenson - be sure to follow #RSG15 for the major candidates' next stop! https://t.co/VewxHJKIJX","positive",1,"2015-08-07 09:18:14 -0700","No candidate mentioned","storm_paglia","Fairfax, VA","Eastern Time (US & Canada)"
"An illegal alien can be deported 5 X, make it back into the country, kill an American woman, but Trump can't call someone a dog. #GOPDebate","negative",0.6836,"2015-08-07 09:18:14 -0700","Donald Trump","TrumpIssues","United States Of America","Pacific Time (US & Canada)"
"RT @deabillk: 99% sure none of these candidates have read the deal in full, yet they're somehow sure of its failure. #GOPdebate","negative",0.6471,"2015-08-07 09:18:12 -0700","No candidate mentioned","jtakang7_22","Georgia, USA","Atlantic Time (Canada)"
"If there's anything Republican candidates have learned from the 2012 election, it's nothing.

#GOPDebate","negative",1,"2015-08-07 09:18:11 -0700","No candidate mentioned","jewgravy","Depends where I am.",""
"Rubio actually answering a question about immigration. Color me impressed #GOPDebate","positive",0.3444,"2015-08-07 09:18:11 -0700","Marco Rubio","SeaBassThePhish","","Eastern Time (US & Canada)"
"Were the #Koch brothers disappointed that the swimsuit portion was not aired #GOPDebate","negative",0.6725,"2015-08-07 09:18:09 -0700","No candidate mentioned","My3Alexandra","New Jersey",""
"Unlike John Kasich, I do not recognize and/or accept the @USSupremeCourt ruling on Marriage Equality #GOPDebate","negative",0.6845,"2015-08-07 09:18:09 -0700","John Kasich","PartesanJournal","GOD Help America!","Eastern Time (US & Canada)"
"RT @MattyIceAZ: To be fair, Marco Rubio has a point. Tougher immigration laws might have prevented his parents from getting in. #GOPDebate","positive",0.6848,"2015-08-07 09:18:09 -0700","Marco Rubio","Q142day","",""
"Spot on by @NYTimeskrugman - #GOPDebate Presidential field ""a lineup of cranks"" #2016 http://t.co/WOQo4VLY9P","negative",0.6907,"2015-08-07 09:18:08 -0700","No candidate mentioned","ScottLimbrick","London","Melbourne"
"RT @Radia_a_a: If we vote for you will anime become real?
 #GOPDebate","neutral",0.6639,"2015-08-07 09:18:05 -0700","No candidate mentioned","ValerieDog","Parma, OH","Central Time (US & Canada)"
"#RonPaul proved at the #GOPDebate
That he isn't ready or qualified to be
#POTUS","negative",1,"2015-08-07 09:18:05 -0700","Rand Paul","tweetybirdnerd","","Pacific Time (US & Canada)"
"The Democrat Party is undermining the very character of this nation. --
Carly Fiorina #GOPDebate winner","negative",0.6611,"2015-08-07 09:18:05 -0700","No candidate mentioned","JayBelize23","Intracoastal Waterway",""
"RT @benshapiro: Jindal giving excellent Planned Parenthood answer here. #GOPDebate","positive",1,"2015-08-07 09:18:03 -0700","No candidate mentioned","sweetsabina","","Hawaii"
"RT @ClimateDesk: Check out @BernieSanders' tweets about how Fox's #GOPdebate dealt with climate http://t.co/Vdi62oTUqO via @grist http://t.…","neutral",0.6494,"2015-08-07 09:18:02 -0700","No candidate mentioned","ShaunaDeNada","Washington, DC","Central Time (US & Canada)"
"I just noticed that Rubio's ears are huge. #GOPDebate","negative",0.6584,"2015-08-07 09:18:00 -0700","Marco Rubio","ChandreshT","Singapore","Singapore"
"RT @JessicaValenti: If these dudes are so anti-abortion, I'd like to hear their plan for expanding birth control and Plan B. WAITING. #GOPD…","negative",0.6264,"2015-08-07 09:17:59 -0700","No candidate mentioned","solitaryspook","Knoxville, TN","Eastern Time (US & Canada)"
"RT @TeamMarcoNY: .@marcorubio is the LEADER we need to save this country and the American Dream! #GOPDebate #TeamMarco http://t.co/gC1hKxJA…","positive",1,"2015-08-07 09:17:59 -0700","Marco Rubio","larry_midkiff","roselawn,indiana",""
"#GOPDebate #DonaldTrump all the way. Time to fix Obama's mess.","positive",0.6531,"2015-08-07 09:17:58 -0700","Donald Trump","Kaylagreene0017","",""
"vicenews: Here's what happened at last night's #GOPDebate. Yes, realDonaldTrump was there: http://t.co/5Sgveo7r8n http://t.co/ASdsfke513","neutral",0.3678,"2015-08-07 09:17:57 -0700","Donald Trump","mauritaniafrica","U.S.A","Eastern Time (US & Canada)"
"Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/CBj5lBdlZj","neutral",1,"2015-08-07 09:17:57 -0700","No candidate mentioned","kehl_7","",""
"RT tates5a: SURPRISE OF THE NIGHT: BernieSanders won #GOPDebate with #DebateWithBernie on Twitter … http://t.co/BGlK509Gv0","positive",0.6744,"2015-08-07 09:17:57 -0700","No candidate mentioned","GregJeffery888","",""
"ABC's @WNTonight Ignores 5 p.m. #GOPDebate, @CBSEveningNews Omits @CarlyFiorina's Line on Trump http://t.co/D0F07gyeT4","neutral",1,"2015-08-07 09:17:56 -0700","Donald Trump","rtoberl","","Eastern Time (US & Canada)"
"@clarawrrr Pro life Till it gets a quality education &amp; rejects Conservative  principles. #GOPDebate","negative",0.6522,"2015-08-07 09:17:56 -0700","No candidate mentioned","DubbleDhee","","Atlantic Time (Canada)"
"""Benghazi"" @MikeHuckabeeGOP ""ooooooooooh"" - the crowd #GOPDebate","negative",0.6813,"2015-08-07 09:17:56 -0700","Mike Huckabee","Lady_Battle","Minnesota","Central Time (US & Canada)"
"#GOPDebate it might be safe to say NONE of them seemed to believe GOD was watching","neutral",0.6727,"2015-08-07 09:17:55 -0700","No candidate mentioned","AJC4others","",""
"@realDonaldTrump thank u for ur support of Single Payer HC last night at the #GOPDebate. I hope ur supporters agree in it also! #obamacare","positive",1,"2015-08-07 09:17:55 -0700","Donald Trump","vlevy2","Rowan County, NC","Eastern Time (US & Canada)"
"RT @MattyIceAZ: Scott Walker continues to nod in agreement with the other candidates praying he doesn't get called on again. #GOPDebate","negative",0.6202,"2015-08-07 09:17:55 -0700","Scott Walker","Q142day","",""
"RT tates5a: SURPRISE OF THE NIGHT: BernieSanders won #GOPDebate with #DebateWithBernie on Twitter … http://t.co/6bJ5TjNLIu","positive",0.6612,"2015-08-07 09:17:54 -0700","No candidate mentioned","GregJeffery888","",""
"I didn't like the sophmoric bickering back and forth between the candidates.  Not very presidential. @OutnumberedFNC #GOPDebate","negative",1,"2015-08-07 09:17:53 -0700","No candidate mentioned","ZaffoZaza","",""
"RT @fangsbites: A 16.0 overnight rating for the #GOPDebate? That's a huge viewership if that holds. http://t.co/UT70835vNr","positive",0.6187,"2015-08-07 09:17:51 -0700","No candidate mentioned","JaxStateFan","Northwest, Georgia","Eastern Time (US & Canada)"
"RT @BobbyCervantes: My two cents: What, if anything, did we learn from last night's #GOPdebate? http://t.co/ButvtpAj13 via @HoustonChron #t…","neutral",0.6552,"2015-08-07 09:17:51 -0700","No candidate mentioned","lmcgaughy","Austin, TX","Eastern Time (US & Canada)"
"No way around it, the GOP has to be embarrassed and discouraged after last nights spectacle...#GOPDebate","negative",1,"2015-08-07 09:17:51 -0700","No candidate mentioned","jerinmay","","Pacific Time (US & Canada)"
"Fox moderators throw major shade at second-tier candidates. #GOPdebate http://t.co/XrBLFEm4Fy","negative",1,"2015-08-07 09:17:50 -0700","No candidate mentioned","RobertoLago","born in cuba. made in usa.","Eastern Time (US & Canada)"
"The biggest winner in the #GOPDebate? The Affordable Care Act. @sarahkliff shows how #obamacare won the night:  http://t.co/EqJ6K2nE5U","positive",0.6667,"2015-08-07 09:17:50 -0700","No candidate mentioned","JaySkull","","Pacific Time (US & Canada)"
"RT @bobbycblanchard: 16% of United States homes with TV sets watched the #GOPDebate — more than any in recent history: http://t.co/OeKKHQom…","neutral",0.6403,"2015-08-07 09:17:50 -0700","No candidate mentioned","85thLegislature","Austin, Texas","Eastern Time (US & Canada)"
"Watching realDonaldTrump burn bridges to The WhiteHouse #Bernie2016  #GOPDebate http://t.co/6bJ5TjNLIu","negative",1,"2015-08-07 09:17:48 -0700","Donald Trump","GregJeffery888","",""
"RT @WlZKHALlFA: They have no knowledge about the Iran deal. At all. #GOPDebate","negative",1,"2015-08-07 09:17:47 -0700","No candidate mentioned","KOUSAAKA","Toronto, ON","Eastern Time (US & Canada)"
"Just replace the names from #GOPDebate debaters with #drake and #meekmill and they said enough for at least 6 tracks of straight #fire","negative",0.6897,"2015-08-07 09:17:46 -0700","No candidate mentioned","adamkareem","","Quito"
"@FoxNews  after last night's #GOPDebate  @RealBenCarson @GovMikeHuckabee  have emerged as my top two","positive",0.6304,"2015-08-07 09:17:43 -0700","Ben Carson","NathanHaynes24","Tennessee",""
"RT @feministabulous: Great to see the crowd cheer for gay marriage, but depressing they also cheer for something as archaic as overturning …","negative",0.6321,"2015-08-07 09:17:42 -0700","No candidate mentioned","solitaryspook","Knoxville, TN","Eastern Time (US & Canada)"
"#FoxNews was the big winner at #GOPDebate. No way future viewership was not the objective. Surely already said.","positive",0.3477,"2015-08-07 09:17:41 -0700","No candidate mentioned","AMFMPMTOO","",""
"RT @DadandBuried: Republicans love referencing the Constitution but REALLY seem to misunderstand the whole ""separation of church and state""…","negative",1,"2015-08-07 09:17:40 -0700","No candidate mentioned","xio_1D","Between MD||NYC, USA","Atlantic Time (Canada)"
"RT @captdope: Lessons learnt. Women must have babies. Education dumb. War good. Obama Stupid. Fuck immigrants. Trump Smartz. No healthcare …","negative",1,"2015-08-07 09:17:40 -0700","Donald Trump","CalebAlecz","Mount Paozu","Eastern Time (US & Canada)"
"RT @amphetamine47: I presume Megyn Kelly spent all night rolling her eyes to make up for all the times she couldn't during #GOPDebate.","negative",0.6492,"2015-08-07 09:17:40 -0700","No candidate mentioned","interpretingall","All over","Central Time (US & Canada)"
"RT @msamysteele: We have separation of church and state. We have separation of church and state. We have separation of church and state. #G…","negative",0.6961,"2015-08-07 09:17:37 -0700","No candidate mentioned","Barca10333","Johnson City, Tennessee",""
