"Text","Sentiment","Sentiment_directed_at"
"really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW","negative","iPad or iPhone App"
"really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link}","negative","iPad or iPhone App"
"Google web fonts...pretty... #sxsw #tradeshow {link}","positive","Other Google product or service"
"Chrome Web Store: Google calls it the HTML5 Hot Tub #sxsw #steamy #hot #nerds","positive","Other Google product or service"
"Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link}","positive","Apple"
"@mention be sure to use our FREE App for checking out the bands at #SXSW! {link}","positive",""
"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E","positive",""
"Any blackberry apps for #sxsw ?? Pls let @mention and I know...cheers...will have iphone too...:-)","neutral",""
"@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD","negative","iPad"
"RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany","positive","iPad or iPhone App"
"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw","positive","Google"
"Too quotable --&gt; RT â€œ@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW","negative","Apple"
"@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW","positive","iPad"
"Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.","negative","iPhone"
"Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.","positive","Google"
"Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw","positive","iPad"
"#redbull bpm DJ iPad app is powering this party. #sxsw #DTas   @mention Republic Live {link}","positive","iPad or iPhone App"
"Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp","positive","Google"
"Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR","positive","Other Google product or service"
"I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.","positive","Google"
"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm","positive","iPad or iPhone App"
"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw","negative","iPad"
"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW","negative","Other Google product or service"
"&quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw","positive",""
"The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW","positive","iPad"
"ipadi alacagimiz yer belli oldu:  Apple to Open Pop-Up Shop at Austin #SXSW {link} via @mention @mention","neutral",""
"The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw","negative",""
"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}","positive","iPad"
"@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.","positive","iPad"
"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}","positive",""
"Saw a bunch of security guards playing with iPads at the apple store after hours last night #sxsw {link}","neutral",""
"#sxsw #enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha","negative","Apple"
"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese","negative","iPhone"
"@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link}","positive","iPad or iPhone App"
"@mention check out @mention awesome dj skills on the iPad while u are at #SXSW","positive","iPad"
"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW","positive","iPad or iPhone App"
"@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way","positive","Android App"
"@mention check out Smyle (for #Android and the web). Has group chat, shared location and media, and whiteboarding. Thanks. #SXSW #app","positive","Android App"
"About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. #sxsw","positive","iPad or iPhone App"
"@mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW","positive","iPad"
"@mention Check the latest stream at Apple's store at #SXSW {link} . iPad2 wait for me  #PLAYSXSW","positive","iPad"
"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.","negative","Apple"
"#saveustechies panel at #sxsw getting off to a great start with a video on the surui carbon project by google {link}","positive","Google"
"Stupid technology! You always fail at important times! At #SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen.","negative","iPhone"
"It's official: people using the iPad 2 to take photos just look weird. #SXSW","negative","iPad"
"It's official: We'll be presenting #Filmaster for #iPhone in the contest of world's best mobile apps at #SXSW !!! {link}","positive","iPad or iPhone App"
"It's official! I'm buying an iPad. #SXSW #elevate","positive","iPad"
"Pretty excited about the Apple Pop Up Store coming to #SXSW {link}","positive","Apple"
"Pretty excited for @mention iPad session #uxdes #sxsw","positive","iPad"
"Pretty excited for my iPhone to stop working #sxsw #AT&amp;T","negative","iPhone"
"We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store","positive","iPad"
"#iPad2 rocks #SXSW (@mention Apple POP UP Store) {link}","positive","iPad"
"My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? #sxsw","positive","iPad"
".crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.","positive","iPad or iPhone App"
"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}","positive","Apple"
"At #SXSW conf and EVERYONE has a Mac or Ipad (including me). What happened to the PC? Is it becoming obsolete?","positive","iPad"
"@mention congrats on the first iPad 2 at #sxsw","positive","iPad"
"@mention Congrats on your iPhone app being featured at #SXSW!","positive","iPad or iPhone App"
"@mention Congratulations on winning the Android award! :) #sxsw","positive","Android"
"@mention congratulations, sent from Seesmic on my Android phone, at #SXSW!","positive","Android App"
"Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW . I didn't know there was going to be comedy?!","negative","Other Google product or service"
"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw","positive","iPhone"
"Could be cool. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw","positive","Other Google product or service"
"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. #sxsw","positive","Google"
"I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? #SXSW","positive","Apple"
"@mention crew ripped up Android party - thanks for having us Droid! {link} #sxsw","positive","Android"
"The data crunch at #SXSW is crippling Google Voice. Back to regular texting we go...","negative","Other Google product or service"
"new product idea: pants with a built in iphone charging dock built into the pocket! #sxsw","positive","iPhone"
"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  #libraries #sxsw","negative","Apple"
"#bjdproductions Before It Even Begins, #Apple Wins #SXSW {link} #tech","positive","Apple"
"{link} Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw","positive","iPad"
"Unimitated - Fingerprint Security Scan - {link} #iTunes #ipad2 #1990style #SXSW","positive","iPad"
"#flipboard - when bldg app for AppStore, need wholistic mktg awareness, p.r. strategy to drive adoption Don't just rely on Apple. #rji #sxsw","negative",""
"#tech iPad 2 Gets Temporary #Apple_Store for #SXSW {link}","positive","iPad"
"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. #sxsw","positive","iPad"
"Discovered a new conversation icebreaker: &quot;Hey, is that the new iPad 2? Why yes it is...&quot; #SXSW #social","positive","iPad"
"I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood","negative","iPad"
"Wish I had an iPad right now. Lasts longer than the phone and not as awkward as the laptop. #SXSW","positive","iPad"
"That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link}","positive","Apple"
"This could be the first big news out of #sxsw... {link}  Google building new social framework.","positive",""
"Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link}","negative","Google"
"Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? #sxsw {link}","negative","Google"
"Unexpected bonus of waking up at 4am to make #SXSW flight: being up to order iPad 2 right as it's released","positive",""
"Near Field Communication already here on android phones. #SXSW #bemyneighbor","positive",""
"My #agnerd confession, using laptop, iPad and blackberry to follow #SXSW from afar to see #agchat rock it","neutral",""
"Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw","negative","iPad or iPhone App"
"I'm headed down to #SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.","positive","iPad"
"When bored during a keynote #sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} #sxswi","positive","iPad"
"Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention #SXSW","positive","Apple"
"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. #sxsw","positive","Google"
"Unexpected geekout moment of #sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.","positive","iPad or iPhone App"
