"Text","Sentiment","SentimentConfidence","Date","Query"
"Also I've had my iPhone 6 for two days and it's already broken shout out to @apple","negative",1,"Wed Dec 03 01:33:53  2014","#AAPL OR @Apple"
"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me.","negative",1,"Wed Dec 03 01:34:42  2014","#AAPL OR @Apple"
"One Thing Everyone Is Getting Wrong When It Comes To The #Apple Television #aapl http://t.co/S72WXZ4dcq http://t.co/boch9Dbt3Q","neutral",0.6723,"Wed Dec 03 01:43:18  2014","#AAPL OR @Apple"
"THE FUTURE OF #APPLE #aapl http://t.co/0MO7dUeyh6 http://t.co/txHppUeWp7","neutral",1,"Wed Dec 03 01:46:40  2014","#AAPL OR @Apple"
"I am feeling creatively stifled by the current emoji selection @apple","negative",1,"Wed Dec 03 01:52:51  2014","#AAPL OR @Apple"
"@apple fuck you bitches my phones abrick and stuck on the apple logo","negative",1,"Wed Dec 03 01:55:06  2014","#AAPL OR @Apple"
"We know Raul is just going to LOVE his brand new art supplies!  Thank you @SarahInThisCity @Apple!","positive",0.6765,"Wed Dec 03 02:02:14  2014","#AAPL OR @Apple"
"AAPL 'buy' reiterated,  target raised to $130 by Bank of America Merrill Lynch $AAPL Brief explanation here:  https://t.co/349ckZlF0v #AAPL","neutral",1,"Wed Dec 03 02:04:04  2014","#AAPL OR @Apple"
"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu","negative",1,"Wed Dec 03 02:05:42  2014","#AAPL OR @Apple"
"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k","neutral",1,"Wed Dec 03 02:11:48  2014","#AAPL OR @Apple"
"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz","neutral",1,"Wed Dec 03 02:11:48  2014","#AAPL OR @Apple"
"One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox","negative",0.6644,"Wed Dec 03 02:20:36  2014","#AAPL OR @Apple"
"Product Hunters: The Functional (And Whimsical) Keyboards for #iOS8 - Forbes #aapl http://t.co/yUGBzFHsNB","neutral",0.3374,"Wed Dec 03 02:22:34  2014","#AAPL OR @Apple"
"Move Aside #Apple and #Google, #Alibaba is Entering the Connected Car Space - Forbes #baba #goog #aapl http://t.co/gOSQlrWvtl","neutral",1,"Wed Dec 03 02:24:43  2014","#AAPL OR @Apple"
"iMessage isn't working thanks @apple","negative",1,"Wed Dec 03 02:25:23  2014","#AAPL OR @Apple"
"@kaitlynpearle @Apple get android","neutral",1,"Wed Dec 03 02:25:33  2014","#AAPL OR @Apple"
"@nickruz4 @Apple I can't I just got a new phone /;","neutral",1,"Wed Dec 03 02:25:52  2014","#AAPL OR @Apple"
"No at typo changing my words. Get it together @apple","negative",1,"Wed Dec 03 02:28:21  2014","#AAPL OR @Apple"
"$AAPL has 17 analyst ratings in the last 30 days and 94% are positive. Median target: $130 (13% upside). https://t.co/Qpwsx61EZ8 #AAPL","neutral",0.6613,"Wed Dec 03 02:29:17  2014","#AAPL OR @Apple"
"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged","negative",1,"Wed Dec 03 02:31:57  2014","#AAPL OR @Apple"
"fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple","negative",1,"Wed Dec 03 02:33:18  2014","#AAPL OR @Apple"
"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple.","negative",1,"Wed Dec 03 02:50:11  2014","#AAPL OR @Apple"
"@apple I am beginning to think your products are crap","negative",1,"Wed Dec 03 02:51:19  2014","#AAPL OR @Apple"
"my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple","negative",1,"Wed Dec 03 02:59:24  2014","#AAPL OR @Apple"
"#AAPL:In Emails, Steve Jobs Determined to Keep iPod Apple-Only...http://t.co/ZV2NPesHCw","neutral",0.7087,"Wed Dec 03 03:00:04  2014","#AAPL OR @Apple"
"You need to send me my IPhone before I cancel @tmobile @apple","negative",0.7222,"Wed Dec 03 03:01:02  2014","#AAPL OR @Apple"
"This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one","negative",1,"Wed Dec 03 03:04:44  2014","#AAPL OR @Apple"
"FUCK @apple","negative",1,"Wed Dec 03 03:14:38  2014","#AAPL OR @Apple"
"Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson","negative",0.6528,"Wed Dec 03 03:36:40  2014","#AAPL OR @Apple"
"Watch Steve Wozniak use #iPhone6 to magically unlock a hotel room #woz @apple http://t.co/xvEO1boalW","neutral",0.7279,"Wed Dec 03 03:42:58  2014","#AAPL OR @Apple"
"DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W","negative",1,"Wed Dec 03 03:47:48  2014","#AAPL OR @Apple"
"@Apple [#Apple] #iPhone7 Release Date Speculations Indicate Sept 2015 Launch, #Apple .... (#Wednesday, 3 #December) http://t.co/anRecOyKuD","neutral",0.6731,"Wed Dec 03 03:50:45  2014","#AAPL OR @Apple"
"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple","negative",0.7916,"Wed Dec 03 03:55:43  2014","#AAPL OR @Apple"
"s/o @apple for this really great charger that works so well! #not","negative",1,"Wed Dec 03 04:05:23  2014","#AAPL OR @Apple"
"Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs","negative",1,"Wed Dec 03 04:07:58  2014","#AAPL OR @Apple"
"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts.","neutral",1,"Wed Dec 03 04:15:05  2014","#AAPL OR @Apple"
"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input BEA #6Plus http://t.co/zasjFA6s4K","neutral",0.6525,"Wed Dec 03 04:17:35  2014","#AAPL OR @Apple"
"#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn","neutral",0.6538,"Wed Dec 03 04:17:59  2014","#AAPL OR @Apple"
"@apple get your shit together with group chats on ios8","negative",1,"Wed Dec 03 04:20:31  2014","#AAPL OR @Apple"
"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown","negative",0.6595,"Wed Dec 03 04:26:50  2014","#AAPL OR @Apple"
"#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards","neutral",1,"Wed Dec 03 04:28:43  2014","#AAPL OR @Apple"
"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple","negative",1,"Wed Dec 03 04:29:47  2014","#AAPL OR @Apple"
". @apple why is my computer so slow","negative",1,"Wed Dec 03 04:30:22  2014","#AAPL OR @Apple"
"RT @mkschuster: . @apple why is my computer so slow","negative",1,"Wed Dec 03 04:30:45  2014","#AAPL OR @Apple"
"Really need tap-to-tweet back, @apple","negative",0.6747,"Wed Dec 03 04:49:00  2014","#AAPL OR @Apple"
"#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouch

http://t.co/G8IgaodgPN","negative",0.6833,"Wed Dec 03 04:55:11  2014","#AAPL OR @Apple"
"Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA","positive",1,"Wed Dec 03 04:57:19  2014","#AAPL OR @Apple"
"@mochasucks @renoxalex @Apple that's what I'm saying!!!!","neutral",0.4876,"Wed Dec 03 04:58:04  2014","#AAPL OR @Apple"
"@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.","negative",0.7908,"Wed Dec 03 04:59:47  2014","#AAPL OR @Apple"
"Love my @apple #macbookpro. Best ever http://t.co/NW0L3w5B7F http://t.co/hau6j9Y489","positive",0.6758,"Wed Dec 03 05:00:12  2014","#AAPL OR @Apple"
"@Apple there isn't a puke emoji I'm pissed fix it fat","negative",1,"Wed Dec 03 05:03:46  2014","#AAPL OR @Apple"
"@RoamingWithRuth @Apple pretty cute guys","neutral",0.4682,"Wed Dec 03 05:09:44  2014","#AAPL OR @Apple"
"I have 170 pictures and my storage is full @apple get it together","negative",0.6822,"Wed Dec 03 05:41:01  2014","#AAPL OR @Apple"
"RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together","negative",1,"Wed Dec 03 05:49:57  2014","#AAPL OR @Apple"
"Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... http://t.co/IhMonRcEKX","negative",0.6579,"Wed Dec 03 05:52:26  2014","#AAPL OR @Apple"
"#Apple's Success Has Made It Part Of The 'Payola Scheme': #Apple Inc. (NASDAQ: #AAPL) recently reached a new m... http://t.co/rIsKLh5CqO","neutral",0.6474,"Wed Dec 03 05:52:26  2014","#AAPL OR @Apple"
"That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource","negative",0.6613,"Wed Dec 03 05:52:42  2014","#AAPL OR @Apple"
"APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple","negative",1,"Wed Dec 03 05:55:28  2014","#AAPL OR @Apple"
"Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs","negative",1,"Wed Dec 03 06:02:01  2014","#AAPL OR @Apple"
"We should be able to name group texts. That would be great @Apple","neutral",0.6513,"Wed Dec 03 06:08:54  2014","#AAPL OR @Apple"
"@apple @microsoft @stevejobs @BillGates  common somebody http://t.co/9z0qeiBtlc","neutral",0.6635,"Wed Dec 03 06:15:39  2014","#AAPL OR @Apple"
"why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary","negative",0.6663,"Wed Dec 03 06:23:50  2014","#AAPL OR @Apple"
"Do i have to go to @Apple if idr the code? -_-","neutral",1,"Wed Dec 03 06:24:07  2014","#AAPL OR @Apple"
"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP","neutral",1,"Wed Dec 03 06:29:05  2014","#AAPL OR @Apple"
"Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile http://t.co/4bFUF4NRij","positive",0.738,"Wed Dec 03 06:43:06  2014","#AAPL OR @Apple"
". @support @dickc how can anyone logjn &amp; reorder my tweets? I have 2step auth don't share passwords &amp; @apple said I've no malware @pmarca","neutral",0.6825,"Wed Dec 03 06:45:51  2014","#AAPL OR @Apple"
"god dammit fuck you @apple","negative",1,"Wed Dec 03 06:52:41  2014","#AAPL OR @Apple"
"RT @yungbaaz: god dammit fuck you @apple","negative",1,"Wed Dec 03 06:52:46  2014","#AAPL OR @Apple"
"@Apple do something you cunt @BarackObama","negative",0.6822,"Wed Dec 03 06:53:02  2014","#AAPL OR @Apple"
"fuck you @apple @iphone","negative",1,"Wed Dec 03 06:59:29  2014","#AAPL OR @Apple"
"The U.S. government accepts donations to reduce the national #debt #fact @BillGates @Oprah @realDonaldTrump @WarrenBuffett @apple @google","neutral",0.6774,"Wed Dec 03 07:05:21  2014","#AAPL OR @Apple"
"PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL http://t.co/Y7JDYN0mlR","neutral",1,"Wed Dec 03 07:15:59  2014","#AAPL OR @Apple"
"PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys","neutral",1,"Wed Dec 03 07:18:33  2014","#AAPL OR @Apple"
"I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh","negative",1,"Wed Dec 03 07:19:39  2014","#AAPL OR @Apple"
"@apple fuck you","negative",1,"Wed Dec 03 07:25:56  2014","#AAPL OR @Apple"
"#AAPL:The Tell: Apple patents way to save iPhone from dropping and breaking...http://t.co/KG3JlIuGYL","neutral",0.667,"Wed Dec 03 07:30:04  2014","#AAPL OR @Apple"
"hey @apple can I catch a fucking maverick of a wave on an iPhone?
didn't think so. #SurfsUpSamsung","negative",1,"Wed Dec 03 07:32:43  2014","#AAPL OR @Apple"
".@apple there needs to be a finger gun emoji PRONTO.","neutral",0.6605,"Wed Dec 03 07:35:45  2014","#AAPL OR @Apple"
"10 best Steve Jobs emails http://t.co/51iykzcBYa #apple @apple","neutral",0.6804,"Wed Dec 03 07:41:46  2014","#AAPL OR @Apple"
"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt","negative",1,"Wed Dec 03 07:42:12  2014","#AAPL OR @Apple"
"are u #android or #ios? $aapl #samsung #aapl #ApplePay #apple #GoodMore
#GivingTuesday
#StonerSports
#3YearsOf5SOS
#FlashvsArrow
#stocks","neutral",1,"Wed Dec 03 07:43:51  2014","#AAPL OR @Apple"
"Apple Inc. Goes To Trial on Anti-Trust Charges Today http://t.co/ZgCPIf0w5T #AAPL","neutral",0.6474,"Wed Dec 03 07:49:29  2014","#AAPL OR @Apple"
"@Apple What english is this? What do you mean? http://t.co/pZB18o3kVJ","negative",0.6525,"Wed Dec 03 07:50:15  2014","#AAPL OR @Apple"
"Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/0cuTGtm7fF","neutral",1,"Wed Dec 03 08:00:02  2014","#AAPL OR @Apple"
"@migreyes @dhh thank @apple.","neutral",0.671,"Wed Dec 03 08:00:31  2014","#AAPL OR @Apple"
"Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: http://t.co/0mWOJkycsc","negative",0.7126,"Wed Dec 03 08:01:00  2014","#AAPL OR @Apple"
"@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging","negative",0.667,"Wed Dec 03 08:21:06  2014","#AAPL OR @Apple"
"yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple","negative",1,"Wed Dec 03 08:30:02  2014","#AAPL OR @Apple"
"@FaZeNikan @Apple Wrong @ Homie","negative",0.6804,"Wed Dec 03 08:30:56  2014","#AAPL OR @Apple"
"@FaZeNikan @Apple haha switch to @Android","negative",0.6876,"Wed Dec 03 08:31:13  2014","#AAPL OR @Apple"
"@FaZeNikan @Apple did u overheat it","neutral",0.6708,"Wed Dec 03 08:31:44  2014","#AAPL OR @Apple"
"RT @RyansConcepts: @FaZeNikan @Apple Wrong @ Homie","neutral",0.6544,"Wed Dec 03 08:35:33  2014","#AAPL OR @Apple"
"RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple","negative",1,"Wed Dec 03 08:35:43  2014","#AAPL OR @Apple"
"@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.","negative",1,"Wed Dec 03 08:37:02  2014","#AAPL OR @Apple"
"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX","neutral",1,"Wed Dec 03 08:37:25  2014","#AAPL OR @Apple"
"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh","negative",1,"Wed Dec 03 08:42:26  2014","#AAPL OR @Apple"
"Great FCP X update from @apple today. That will do nicely! #video # editing","positive",1,"Wed Dec 03 08:49:32  2014","#AAPL OR @Apple"
"RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple","negative",1,"Wed Dec 03 08:52:59  2014","#AAPL OR @Apple"
"Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/FfOBuzQ7VI","neutral",0.681,"Wed Dec 03 08:59:12  2014","#AAPL OR @Apple"
"still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p","negative",1,"Wed Dec 03 09:00:19  2014","#AAPL OR @Apple"
"# Dyslexic iPhone 6 Users rejoice! Thanks to @apple and 'voice text' hard to spell words are a thing of the past! http://t.co/wjJfLYZme3","positive",0.7177,"Wed Dec 03 09:01:01  2014","#AAPL OR @Apple"
"@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%","negative",1,"Wed Dec 03 09:16:40  2014","#AAPL OR @Apple"
"Realised the reason @apple make huge phones is because they f**ked Safari up by not allowing us to hide the address bar","negative",1,"Wed Dec 03 09:22:53  2014","#AAPL OR @Apple"
"still can't merge multiple apple-id's @apple #fail http://t.co/CDvtUjnqgu","negative",0.6708,"Wed Dec 03 09:23:49  2014","#AAPL OR @Apple"
"Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP","neutral",1,"Wed Dec 03 09:38:38  2014","#AAPL OR @Apple"
"why is there no black heart emoji @apple","negative",1,"Wed Dec 03 09:55:49  2014","#AAPL OR @Apple"
"Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL","neutral",1,"Wed Dec 03 09:58:15  2014","#AAPL OR @Apple"
"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF","neutral",1,"Wed Dec 03 10:00:05  2014","#AAPL OR @Apple"
"The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr","neutral",1,"Wed Dec 03 10:00:15  2014","#AAPL OR @Apple"
"The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf","neutral",1,"Wed Dec 03 10:00:15  2014","#AAPL OR @Apple"
"@Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.","neutral",0.6508,"Wed Dec 03 10:00:55  2014","#AAPL OR @Apple"
"RT @Stuff_SG: The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf","neutral",0.7253,"Wed Dec 03 10:02:47  2014","#AAPL OR @Apple"
"OH MY GOD. DONT PLAY WITH ME. FORREAL. @Apple","neutral",0.3393,"Wed Dec 03 10:03:59  2014","#AAPL OR @Apple"
"@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL","neutral",1,"Wed Dec 03 10:09:21  2014","#AAPL OR @Apple"
"@Apple patents active fall protection system that shifts #iPhone in midair http://t.co/76QWGA6ml7 #Technology
#FYI","neutral",0.7279,"Wed Dec 03 10:13:40  2014","#AAPL OR @Apple"
"#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM","neutral",1,"Wed Dec 03 10:15:04  2014","#AAPL OR @Apple"
"RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.","positive",1,"Wed Dec 03 10:20:04  2014","#AAPL OR @Apple"
"@FaZeNikan @Apple restart it or wait till next Apple update happens to me","neutral",0.68,"Wed Dec 03 10:27:12  2014","#AAPL OR @Apple"
". @apple diag and support suck a lot! It says 'cannot connect server, try again', then 'ticket not found' #disgusting http://t.co/ARyYbxOdox","negative",1,"Wed Dec 03 10:49:54  2014","#AAPL OR @Apple"
"http://t.co/D2TeKpbQyw
@Apple Default search engine","neutral",1,"Wed Dec 03 11:29:48  2014","#AAPL OR @Apple"
"GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH","neutral",0.6894,"Wed Dec 03 11:44:38  2014","#AAPL OR @Apple"
"Brilliant Tech! No more broken screens in #festivals, @Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe","positive",0.6796,"Wed Dec 03 11:54:06  2014","#AAPL OR @Apple"
"UPDATE 2-Steve Jobs emails featured in Apple iPod U.S. antitrust trial $AAPL #aapl
http://t.co/ZIlhjZvY61","neutral",0.6882,"Wed Dec 03 11:57:28  2014","#AAPL OR @Apple"
"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs #AAPL #Apple","neutral",1,"Wed Dec 03 11:58:34  2014","#AAPL OR @Apple"
"I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right","negative",1,"Wed Dec 03 12:01:48  2014","#AAPL OR @Apple"
